ID,model,engine_power,age_in_days,km,previous_owners,lat,lon,price
1223,pop,51,1278,41000,1,40.7482414245605,14.5283498764038,7799
1224,lounge,51,640,33007,1,41.1078796386719,14.2088098526001,9700
1225,pop,51,517,23000,1,45.0696792602539,7.70491981506348,10990
1226,pop,51,2282,85000,1,45.6835289001465,11.9529495239258,8400
1227,lounge,51,366,11500,1,44.5124282836914,11.1283798217773,10400
1228,pop,51,366,19455,1,45.5125694274902,10.3290100097656,9500
1229,lounge,51,397,15999,1,45.3668594360352,10.2184801101685,9999
1230,lounge,51,3135,89000,1,46.1687202453613,12.7074899673462,6900
1231,lounge,51,2162,78817,1,45.9221687316895,12.361499786377,8500
1232,lounge,51,2861,47016,1,45.5365905761719,10.2320404052734,7900
1233,lounge,51,790,18700,1,41.5722389221191,13.3336896896362,9900
1234,lounge,51,1370,55600,1,40.3359184265137,15.337140083313,9300
1235,lounge,51,790,40000,1,45.5840911865234,9.27095985412598,9900
1236,lounge,51,1613,45000,1,44.2943000793457,9.67444038391113,8800
1237,lounge,51,2162,66900,1,45.6748390197754,9.68785953521729,8500
1238,lounge,51,701,31331,1,41.1078796386719,14.2088098526001,9700
1239,lounge,51,456,14900,1,45.7165908813477,9.70808029174805,10400
1240,pop,51,4383,107600,1,44.6399803161621,8.64468955993652,3950
1241,sport,51,3623,185000,1,45.027099609375,12.2208595275879,4400
1242,lounge,51,1917,53182,1,45.6281318664551,9.04545974731445,7900
1243,lounge,51,731,9600,1,40.6671409606934,16.6044502258301,10500
1244,lounge,51,640,39414,1,41.1078796386719,14.2088098526001,8900
1245,pop,51,366,5870,1,41.0833511352539,16.7785892486572,10999
1246,lounge,51,1858,94752,1,45.5365905761719,10.2320404052734,7900
1247,lounge,51,790,18300,1,41.5722389221191,13.3336896896362,9980
1248,pop,51,3500,105026,1,40.3579483032227,18.1680107116699,5490
1249,pop,51,1858,108650,1,45.6792793273926,9.23719024658203,6790
1250,lounge,51,397,13988,1,45.7072486877441,11.4776000976563,10500
1251,lounge,51,762,20000,1,41.9032211303711,12.4956502914429,8990
1252,lounge,51,640,41810,1,41.1078796386719,14.2088098526001,9700
1253,pop,51,3347,85500,1,45.6663589477539,12.2418899536133,5699
1254,sport,73,4108,129000,1,45.1602516174316,9.13753986358643,4000
1255,lounge,51,2527,92956,1,41.3198890686035,16.2791996002197,7300
1256,lounge,51,425,15380,1,45.0696792602539,7.70491981506348,10500
1257,lounge,51,1035,45000,1,41.9032211303711,12.4956502914429,10500
1258,lounge,51,640,28548,1,41.1078796386719,14.2088098526001,9400
1259,pop,51,366,5870,1,41.9032211303711,12.4956502914429,10999
1260,lounge,51,1066,70458,1,45.5365905761719,10.2320404052734,8900
1261,lounge,51,3774,106000,2,42.3461494445801,14.4016103744507,6300
1262,lounge,51,3013,76000,2,40.4130210876465,16.6908702850342,6900
1263,lounge,51,762,18000,2,45.5840911865234,9.27095985412598,9900
1264,lounge,51,762,18157,1,40.8358116149902,14.5044097900391,9590
1265,lounge,51,701,24000,1,41.9032211303711,12.4956502914429,8990
1266,lounge,51,640,30323,1,41.1078796386719,14.2088098526001,9700
1267,pop,51,3347,85500,1,41.0833511352539,16.7785892486572,5699
1268,sport,51,3288,145000,2,42.9489784240723,13.8777599334717,4500
1269,lounge,51,397,19600,2,44.5124282836914,11.1283798217773,10900
1270,lounge,51,4108,134000,2,45.1778717041016,7.64412021636963,5550
1271,lounge,51,1035,45000,2,41.9032211303711,12.4956502914429,10500
1272,lounge,51,701,25656,2,41.1078796386719,14.2088098526001,9400
1273,pop,51,366,5870,2,45.6663589477539,12.2418899536133,10999
1274,lounge,51,1066,68597,2,45.5365905761719,10.2320404052734,8900
1275,lounge,51,762,37447,2,42.0968589782715,11.7898101806641,9990
1276,pop,51,3743,129000,2,43.2592506408691,13.0122604370117,5300
1277,lounge,51,762,20000,2,45.5840911865234,9.27095985412598,9900
1278,pop,51,821,13000,1,45.3956604003906,9.63827037811279,9900
1279,lounge,51,762,10100,1,41.9032211303711,12.4956502914429,9900
1280,lounge,51,640,32061,1,41.1078796386719,14.2088098526001,9700
1281,pop,51,3347,85500,1,41.9032211303711,12.4956502914429,5699
1282,lounge,51,790,38510,1,41.9032211303711,12.4956502914429,10300
1283,lounge,51,3288,84318,1,43.7823715209961,11.2549896240234,6450
1284,lounge,51,670,25571,1,41.1078796386719,14.2088098526001,9400
1285,lounge,51,670,42260,1,41.1078796386719,14.2088098526001,9400
1286,pop,51,366,5870,1,43.7823715209961,11.2549896240234,10999
1287,lounge,51,1066,70055,1,45.5365905761719,10.2320404052734,8900
1288,lounge,51,366,9248,1,41.9032211303711,12.4956502914429,10000
1289,lounge,51,1552,36500,1,44.3882217407227,7.54832983016968,9900
1290,lounge,51,790,15000,1,45.5840911865234,9.27095985412598,9900
1291,lounge,51,3927,98137,1,44.1118583679199,9.95886039733887,5500
1292,lounge,51,1186,34000,1,40.8159103393555,14.5796003341675,8499
1293,lounge,51,701,28438,1,41.1078796386719,14.2088098526001,9700
1294,lounge,51,731,22125,1,40.8714294433594,14.4389600753784,9950
1295,lounge,51,852,30000,1,45.3851699829102,12.0080900192261,9800
1296,sport,51,1858,65000,1,40.6372299194336,15.7992897033691,10490
1297,lounge,51,397,12917,1,39.2912216186523,16.252513885498,9690
1298,lounge,51,670,32129,1,41.1078796386719,14.2088098526001,9400
1299,lounge,51,640,32970,1,41.1078796386719,14.2088098526001,9400
1300,lounge,51,1917,89000,1,45.0696792602539,7.70491981506348,8500
1301,lounge,51,1066,77020,1,45.5365905761719,10.2320404052734,8900
1302,lounge,51,366,9248,1,45.4383010864258,10.9917001724243,10000
1303,lounge,51,762,18000,1,46.1378898620606,11.1139898300171,10450
1304,lounge,51,790,22000,1,45.5840911865234,9.27095985412598,9900
1305,pop,51,366,16600,1,46.1764984130859,9.90367031097412,10200
1306,lounge,51,1461,39500,3,45.9221687316895,12.361499786377,9800
1307,lounge,51,670,14475,3,41.1078796386719,14.2088098526001,9700
1308,lounge,51,1400,58684,3,45.6882591247559,8.73145008087158,8900
1309,lounge,51,4018,35473,1,45.7756881713867,8.85587978363037,6799
1310,lounge,51,790,37000,1,45.4383010864258,10.9917001724243,8990
1311,lounge,51,1127,29500,1,43.8901901245117,10.3333196640015,9700
1312,lounge,51,701,34031,1,41.1078796386719,14.2088098526001,9400
1313,lounge,51,670,32867,1,41.1078796386719,14.2088098526001,9400
1314,pop,51,2922,120000,1,41.9963493347168,12.7234401702881,7950
1315,lounge,51,1066,73589,1,45.5365905761719,10.2320404052734,8900
1316,lounge,51,578,32057,1,41.9032211303711,12.4956502914429,9600
1317,lounge,51,366,13105,1,45.7407417297363,12.2326698303223,10950
1318,lounge,51,701,25692,1,45.4387893676758,10.7642402648926,10300
1319,lounge,51,2496,85598,1,45.6114387512207,8.90126037597656,7400
1320,lounge,51,731,20025,1,41.6892814636231,13.254940032959,9900
1321,lounge,51,670,39470,1,41.1078796386719,14.2088098526001,10900
1322,lounge,51,640,31277,1,41.9032211303711,12.4956502914429,9500
1323,sport,74,3896,157000,2,45.1654090881348,10.7924203872681,4900
1324,sport,51,3835,83000,2,45.8265800476074,10.0971698760986,5900
1325,lounge,51,640,33626,2,41.1078796386719,14.2088098526001,9400
1326,lounge,51,670,32213,2,41.1078796386719,14.2088098526001,8900
1327,pop,51,3927,156000,2,41.9963493347168,12.7234401702881,4500
1328,lounge,62,3197,72247,1,45.5365905761719,10.2320404052734,7500
1329,lounge,51,578,32057,1,45.4383010864258,10.9917001724243,9600
1330,pop,51,3500,160000,1,46.1378898620606,11.1139898300171,6250
1331,lounge,51,4627,171150,1,45.8306884765625,12.0333404541016,2900
1332,lounge,51,1583,97000,1,45.3956604003906,9.63827037811279,8700
1333,sport,51,701,39162,1,45.5712203979492,9.15913963317871,9780
1334,pop,51,1858,69683,1,41.9032211303711,12.4956502914429,8500
1335,lounge,51,397,15728,1,41.832649230957,12.7525997161865,9970
1336,lounge,51,366,12950,1,44.5124282836914,11.1283798217773,10400
1337,lounge,51,2251,32000,1,45.8265800476074,10.0971698760986,8600
1338,lounge,51,640,35711,1,41.1078796386719,14.2088098526001,9400
1339,lounge,51,670,35872,1,41.1078796386719,14.2088098526001,9400
1340,lounge,51,4139,123105,2,45.6501617431641,9.20518970489502,4500
1341,lounge,51,1066,76391,2,45.5365905761719,10.2320404052734,8900
1342,pop,51,1400,57662,1,45.467960357666,9.1817798614502,7800
1343,lounge,62,2496,80000,1,46.7956123352051,11.9391641616821,7400
1344,lounge,51,548,9700,1,41.7700805664063,12.2271099090576,10900
1345,lounge,51,762,33435,1,41.1078796386719,14.2088098526001,10900
1346,pop,51,1613,62000,1,45.6718101501465,9.60921001434326,7800
1347,lounge,51,790,21600,1,41.9032211303711,12.4956502914429,8750
1348,lounge,51,1278,69140,1,41.9032211303711,12.4956502914429,8700
1349,lounge,51,397,16653,1,41.832649230957,12.7525997161865,9970
1350,pop,51,366,14730,1,44.5124282836914,11.1283798217773,9500
1351,pop,51,1186,58000,1,44.7985305786133,10.340220451355,8900
1352,lounge,51,701,34120,1,41.1078796386719,14.2088098526001,9400
1353,lounge,51,640,33767,1,41.1078796386719,14.2088098526001,9400
1354,pop,51,1858,57500,1,45.7669792175293,11.7384004592896,7500
1355,lounge,51,1066,71107,1,45.5365905761719,10.2320404052734,8900
1356,lounge,51,701,36500,1,44.3324012756348,8.51564979553223,10990
1357,lounge,51,3288,61973,1,45.4381103515625,12.3181495666504,7950
1358,lounge,73,2496,69000,1,45.509449005127,9.08870029449463,6800
1359,lounge,51,762,29378,1,41.1078796386719,14.2088098526001,10900
1360,pop,51,366,19637,1,45.4381103515625,12.3181495666504,9800
1361,lounge,51,790,22610,1,41.9032211303711,12.4956502914429,8000
1362,pop,51,3227,73000,1,38.1220703125,13.361120223999,7490
1363,lounge,51,397,12575,1,41.832649230957,12.7525997161865,9970
1364,pop,51,1127,68523,1,45.5712203979492,9.15913963317871,8250
1365,lounge,51,2466,78000,1,43.4635391235352,11.8776502609253,7900
1366,lounge,51,609,32733,1,41.1078796386719,14.2088098526001,9400
1367,lounge,51,640,39328,1,41.1078796386719,14.2088098526001,9400
1368,lounge,51,3835,123892,1,45.3543891906738,11.8692598342896,6500
1369,lounge,51,1066,72076,1,45.5365905761719,10.2320404052734,8900
1370,lounge,51,701,36500,1,44.3324012756348,8.51564979553223,9990
1371,lounge,51,762,16000,1,41.9032211303711,12.4956502914429,8990
1372,lounge,51,4230,130000,1,40.5330505371094,17.5844497680664,5100
1373,lounge,51,701,29506,1,46.2146110534668,13.2198896408081,10700
1374,lounge,51,762,36993,1,45.5712203979492,9.15913963317871,8980
1375,lounge,51,790,24620,1,41.9032211303711,12.4956502914429,8000
1376,lounge,51,425,19046,1,45.6835289001465,11.9529495239258,10500
1377,pop,51,3227,48000,1,45.0713310241699,7.51594018936157,8500
1378,pop,51,1155,65235,1,45.5712203979492,9.15913963317871,8250
1379,lounge,51,3592,80000,1,43.4635391235352,11.8776502609253,6500
1380,lounge,51,640,37891,1,41.1078796386719,14.2088098526001,9400
1381,lounge,51,670,38507,1,41.1078796386719,14.2088098526001,9400
1382,lounge,51,3988,115557,1,41.9032211303711,12.4956502914429,4900
1383,lounge,51,1066,69873,1,45.5365905761719,10.2320404052734,8900
1384,lounge,51,762,38300,1,44.3324012756348,8.51564979553223,10600
1385,lounge,51,1308,27471,1,41.9032211303711,12.4956502914429,10500
1386,pop,51,3653,52000,1,44.6431312561035,10.9340600967407,9500
1387,pop,51,2374,94063,1,38.1783714294434,15.5530796051025,6900
1388,lounge,51,762,36993,1,41.9032211303711,12.4956502914429,8980
1389,lounge,51,790,27440,1,41.9032211303711,12.4956502914429,8650
1390,pop,51,2831,75070,2,45.3170585632324,8.85869979858398,5500
1391,sport,51,4049,110661,2,46.1764984130859,9.90367031097412,6300
1392,lounge,51,3804,130000,2,44.5418701171875,10.7814197540283,6400
1393,lounge,51,1766,29400,2,41.7417793273926,12.6441802978516,7300
1394,lounge,51,609,32665,2,41.1078796386719,14.2088098526001,9400
1395,lounge,51,670,35755,2,41.1078796386719,14.2088098526001,9400
1396,lounge,51,456,20941,1,39.2912216186523,16.252513885498,9700
1397,lounge,51,731,19100,1,45.538688659668,9.92831039428711,10200
1398,lounge,51,762,38300,1,44.3324012756348,8.51564979553223,9800
1399,lounge,62,1400,24936,1,41.9032211303711,12.4956502914429,8500
1400,lounge,51,1917,73000,1,39.2908782958984,9.00170040130615,7500
1401,lounge,51,1096,38000,1,45.4267311096191,9.06472015380859,9400
1402,lounge,51,762,36112,1,41.8029899597168,12.5989303588867,8980
1403,pop,51,1127,31350,1,45.8107109069824,9.08714962005615,8750
1404,pop,51,3074,72500,1,45.467960357666,9.1817798614502,8499
1405,lounge,51,1827,71000,1,40.8517303466797,14.477840423584,7600
1406,pop,51,1308,38000,1,45.0696792602539,7.70491981506348,8900
1407,sport,51,821,29000,1,41.7417793273926,12.6441802978516,8500
1408,lounge,51,701,36342,1,41.1078796386719,14.2088098526001,9400
1409,lounge,51,640,30954,1,41.1078796386719,14.2088098526001,9400
1410,lounge,51,762,18800,1,45.538688659668,9.92831039428711,9700
1411,pop,51,2466,52200,1,46.4952812194824,11.3534603118897,8900
1412,lounge,51,1461,46108,1,41.9032211303711,12.4956502914429,8000
1413,lounge,51,1431,38000,1,45.2154083251953,7.63366985321045,9900
1414,lounge,51,2374,75900,1,46.1764984130859,9.90367031097412,8500
1415,lounge,51,762,39751,1,41.9032211303711,12.4956502914429,9900
1416,lounge,51,670,33000,1,42.2870292663574,12.4075403213501,10490
1417,lounge,51,670,21720,1,40.3958892822266,18.1297798156738,9900
1418,lounge,51,3743,56600,1,45.4232482910156,9.11518955230713,5600
1419,lounge,51,3743,189000,1,41.7417793273926,12.6441802978516,3990
1420,lounge,51,701,34233,1,41.1078796386719,14.2088098526001,9400
1421,lounge,51,670,42695,1,41.1078796386719,14.2088098526001,8900
1422,lounge,51,701,25900,1,45.538688659668,9.92831039428711,9900
1423,lounge,51,3166,95000,1,45.4267311096191,9.06472015380859,7400
1424,lounge,51,1917,29000,1,41.5863494873047,13.5769996643066,9000
1425,lounge,51,2861,50000,1,44.5520286560059,7.72581005096436,6950
1426,lounge,51,1521,57800,1,44.5048217773438,11.3451795578003,9500
1427,lounge,51,762,20457,1,41.9032211303711,12.4956502914429,9700
1428,pop,51,1155,28000,1,45.7646484375,8.99450016021729,10900
1429,lounge,51,1461,103519,1,43.8419799804688,10.5153102874756,7500
1430,lounge,51,2192,100000,1,43.8170204162598,10.6828498840332,8600
1431,lounge,51,1066,69916,1,41.9032211303711,12.4956502914429,8980
1432,lounge,51,670,34819,1,41.1078796386719,14.2088098526001,9400
1433,lounge,51,701,42095,1,41.1078796386719,14.2088098526001,8900
1434,lounge,51,1096,16876,1,43.0675315856934,12.551549911499,10500
1435,pop,51,1155,47000,1,41.9032211303711,12.4956502914429,7900
1436,lounge,51,3562,88000,1,41.5911407470703,13.2462196350098,5000
1437,lounge,51,1797,61000,1,40.8588981628418,14.3571901321411,6990
1438,lounge,51,762,15613,1,41.9032211303711,12.4956502914429,9900
1439,pop,51,790,44687,1,41.1078796386719,14.2088098526001,8800
1440,lounge,51,1461,103519,1,43.8798599243164,10.7828102111816,7500
1441,lounge,51,4474,143900,1,44.6431312561035,10.9340600967407,5400
1442,lounge,51,1066,69916,1,45.5712203979492,9.15913963317871,8980
1443,lounge,51,670,32835,1,41.1078796386719,14.2088098526001,9400
1444,lounge,51,701,39024,1,41.1078796386719,14.2088098526001,9400
1445,lounge,51,397,16300,1,45.0696792602539,7.70491981506348,10200
1446,lounge,51,943,15748,1,43.0675315856934,12.551549911499,10700
1447,lounge,51,790,46038,1,45.0688896179199,9.26618003845215,10900
1448,lounge,51,3319,122000,1,44.9072418212891,8.61155986785889,5500
1449,lounge,51,3684,105000,1,44.6431312561035,10.9340600967407,6200
1450,lounge,51,3105,99999,1,40.9471702575684,14.372540473938,6500
1451,pop,51,397,15000,1,41.9032211303711,12.4956502914429,9970
1452,sport,62,3166,89000,1,45.7243804931641,11.7634897232056,5500
1453,lounge,51,1247,75000,1,41.6837997436523,12.7745199203491,8000
1454,pop,51,1186,42900,1,39.2145385742187,9.11048984527588,9900
1455,lounge,51,1066,69916,1,41.9032211303711,12.4956502914429,8980
1456,lounge,51,701,33942,1,41.1078796386719,14.2088098526001,9400
1457,lounge,51,701,37093,1,41.1078796386719,14.2088098526001,9400
1458,lounge,51,397,16300,1,41.9032211303711,12.4956502914429,10200
1459,lounge,51,425,17539,1,40.9921607971191,14.2139301300049,10500
1460,lounge,51,762,16700,1,40.4010696411133,15.592869758606,9990
1461,lounge,51,762,9500,1,44.5418701171875,10.7814197540283,10900
1462,lounge,51,790,24086,1,45.4387893676758,10.7642402648926,10350
1463,pop,62,3470,90000,1,40.8588981628418,14.3571901321411,5199
1464,lounge,51,1797,48500,1,45.5013389587402,9.02571964263916,7500
1465,lounge,51,2039,50000,1,45.4383010864258,10.9917001724243,8000
1466,sport,51,3288,160012,4,45.1411399841309,9.10807991027832,3900
1467,lounge,51,1492,58000,4,44.9887390136719,9.01049995422363,8890
1468,lounge,51,1066,69916,4,45.5712203979492,9.15913963317871,8980
1469,lounge,51,701,35752,4,41.1078796386719,14.2088098526001,9400
1470,lounge,51,640,34992,4,41.1078796386719,14.2088098526001,9400
1471,lounge,51,397,16300,4,45.467960357666,9.1817798614502,10200
1472,pop,51,2527,82000,1,41.7690505981445,12.6628103256226,3950
1473,pop,51,731,17000,1,45.0696792602539,7.70491981506348,9500
1474,lounge,51,1858,48900,1,45.9605712890625,8.44937038421631,10900
1475,lounge,51,731,24235,1,45.4387893676758,10.7642402648926,10350
1476,pop,51,2496,80000,1,41.7700805664063,12.2271099090576,8500
1477,lounge,51,731,16500,1,40.6671409606934,16.6044502258301,10500
1478,lounge,51,1917,126426,1,41.7690505981445,12.6628103256226,6500
1479,lounge,51,701,58231,1,45.022388458252,7.58601999282837,7900
1480,lounge,51,1674,89000,1,41.1412315368652,14.3957796096802,7600
1481,lounge,51,1066,69916,1,40.7522087097168,14.4534101486206,8979
1482,lounge,51,670,36458,1,41.1078796386719,14.2088098526001,9400
1483,lounge,51,670,40639,1,41.1078796386719,14.2088098526001,8900
1484,lounge,51,974,40000,1,45.2824211120606,9.93130016326904,9950
1485,lounge,51,731,12000,1,45.022388458252,7.58601999282837,9980
1486,lounge,51,366,15000,1,45.5414810180664,8.07192039489746,10900
1487,lounge,51,731,17228,1,42.6649589538574,13.9178695678711,9900
1488,lounge,73,4596,220000,2,40.9764518737793,14.1722803115845,3850
1489,pop,51,2527,108000,1,37.511360168457,15.0675201416016,6800
1490,pop,51,366,22148,1,45.7072486877441,11.4776000976563,9500
1491,lounge,51,1066,69916,1,40.7522087097168,14.4534101486206,8980
1492,lounge,51,2922,100000,1,44.537769317627,10.8163604736328,6999
1493,lounge,51,609,27370,1,41.1078796386719,14.2088098526001,9400
1494,pop,51,4414,69000,1,45.0565986633301,9.70176029205322,5290
1495,sport,51,2739,77149,3,44.7548904418945,8.03190040588379,7800
1496,pop,62,3347,80000,3,44.283878326416,11.8881397247314,7900
1497,pop,51,1461,91055,3,44.5088386535645,11.4690799713135,7450
1498,lounge,51,397,15840,3,38.1220703125,13.361120223999,10700
1499,sport,51,1400,60000,1,45.8020210266113,9.18778991699219,10800
1500,pop,51,1066,53100,1,38.1220703125,13.361120223999,8900
1501,pop,51,1917,52008,1,45.4383010864258,10.9917001724243,9900
1502,sport,51,3774,161900,1,44.906120300293,7.67722988128662,4500
1503,lounge,51,670,32473,1,41.1078796386719,14.2088098526001,9400
1504,pop,51,1066,82200,1,37.230339050293,14.5234003067017,7990
1505,sport,51,4322,95000,1,40.9285011291504,14.2036695480347,4500
1506,pop,51,1886,11000,1,44.8137512207031,7.24539995193481,10500
1507,pop,51,1431,87770,1,44.5088386535645,11.4690799713135,7450
1508,lounge,51,701,17324,1,45.5565490722656,9.53446960449219,9950
1509,lounge,51,701,43379,1,45.5840911865234,9.27095985412598,9850
1510,pop,51,2982,89000,1,45.6095314025879,10.2085695266724,6400
1511,pop,51,4139,136000,1,41.1142616271973,16.485710144043,4100
1512,lounge,51,2982,127000,1,45.5120506286621,10.4270095825195,5450
1513,lounge,62,3439,79000,1,44.8849792480469,7.332200050354,6500
1514,pop,51,1066,52700,1,45.3543891906738,11.8692598342896,9000
1515,pop,51,1066,80800,1,37.230339050293,14.5234003067017,7990
1516,lounge,51,1917,124999,1,45.5644912719727,10.1156101226807,6999
1517,pop,73,3865,80500,1,40.7041091918945,17.3400592803955,8500
1518,pop,51,366,16100,1,44.6925201416016,10.1039600372314,10900
1519,lounge,51,397,16053,1,38.1220703125,13.361120223999,10500
1520,lounge,51,670,30000,1,45.7646484375,8.99450016021729,10800
1521,lounge,51,1035,15000,1,41.9032211303711,12.4956502914429,10990
1522,lounge,51,3774,85000,1,44.2943000793457,9.67444038391113,4000
1523,lounge,51,366,14618,1,45.7072486877441,11.4776000976563,10500
1524,pop,51,2251,79800,1,45.5120506286621,10.4270095825195,6450
1525,pop,51,2192,53300,1,40.6095314025879,14.9809303283691,7900
1526,lounge,51,790,41870,1,45.7072486877441,11.4776000976563,9500
1527,lounge,51,1705,23600,1,38.1220703125,13.361120223999,9300
1528,pop,51,517,3000,1,40.7482414245605,14.5283498764038,9999
1529,lounge,51,2861,126000,1,43.8419799804688,10.5153102874756,5500
1530,lounge,51,731,22551,1,38.1220703125,13.361120223999,9900
1531,lounge,51,670,29000,1,45.7646484375,8.99450016021729,10800
1532,sport,73,4505,127000,1,45.5285110473633,9.59323024749756,4750
1533,pop,51,1917,52008,1,45.5480003356934,11.5494699478149,9900
1534,sport,51,3712,115280,1,45.0696792602539,7.70491981506348,5200
1535,lounge,74,3835,112000,1,45.8456916809082,8.6668701171875,4600
1536,pop,51,2223,60457,1,45.4815406799316,9.41347980499268,7500
1537,lounge,51,2557,80750,1,45.0007019042969,7.68227005004883,5990
1538,pop,51,1766,54276,1,40.3234100341797,17.5682697296143,7900
